,0
1342,"4, 4200, Note_on_c, 2, 60, 42
"
1343,"4, 4200, Note_on_c, 2, 77, 48
"
1344,"4, 4200, Note_on_c, 2, 68, 44
"
1345,"4, 4200, Note_on_c, 2, 65, 49
"
1346,"4, 4248, Note_on_c, 2, 84, 0
"
1347,"4, 4302, Note_on_c, 2, 68, 0
"
1348,"4, 4305, Note_on_c, 2, 63, 0
"
1349,"4, 4305, Note_on_c, 2, 65, 0
"
1350,"4, 4307, Note_on_c, 2, 60, 0
"
1351,"4, 4308, Note_on_c, 2, 77, 0
"
1352,"4, 4320, Note_on_c, 2, 46, 60
"
1353,"4, 4418, Note_on_c, 2, 46, 0
"
1354,"4, 4440, Note_on_c, 2, 74, 57
"
1355,"4, 4440, Note_on_c, 2, 62, 70
"
1356,"4, 4440, Note_on_c, 2, 72, 44
"
1357,"4, 4440, Note_on_c, 2, 56, 61
"
1358,"4, 4443, Note_on_c, 2, 68, 57
"
1359,"4, 4481, Note_on_c, 2, 68, 0
"
1360,"4, 4491, Note_on_c, 2, 74, 0
"
1361,"4, 4499, Note_on_c, 2, 72, 0
"
1362,"4, 4510, Note_on_c, 2, 62, 0
"
1363,"4, 4510, Note_on_c, 2, 56, 0
"
1364,"4, 4560, Note_on_c, 2, 42, 60
"
1365,"4, 4560, Note_on_c, 2, 72, 68
"
1366,"4, 4622, Note_on_c, 2, 72, 0
"
1367,"4, 4640, Note_on_c, 2, 42, 0
"
1368,"4, 4640, Note_on_c, 2, 68, 95
"
1369,"4, 4640, Note_on_c, 2, 72, 75
"
1370,"4, 4680, Note_on_c, 2, 66, 71
"
1371,"4, 4680, Note_on_c, 2, 62, 57
"
1372,"4, 4680, Note_on_c, 2, 56, 72
"
1373,"4, 4716, Note_on_c, 2, 68, 0
"
1374,"4, 4760, Note_on_c, 2, 60, 70
"
1375,"4, 4790, Note_on_c, 2, 66, 0
"
1376,"4, 4795, Note_on_c, 2, 72, 0
"
1377,"4, 4795, Note_on_c, 2, 62, 0
"
1378,"4, 4795, Note_on_c, 2, 56, 0
"
1379,"4, 4795, Note_on_c, 2, 60, 0
"
1380,"4, 4800, Note_on_c, 2, 82, 72
"
1381,"4, 4800, Note_on_c, 2, 51, 76
"
1382,"4, 4832, Note_on_c, 2, 51, 0
"
1383,"4, 4840, Note_on_c, 2, 79, 41
"
1384,"4, 4880, Note_on_c, 2, 77, 51
"
1385,"4, 4886, Note_on_c, 2, 79, 0
"
1386,"4, 4920, Note_on_c, 2, 62, 69
"
1387,"4, 4920, Note_on_c, 2, 67, 53
"
1388,"4, 4920, Note_on_c, 2, 58, 51
"
1389,"4, 4920, Note_on_c, 2, 63, 49
"
1390,"4, 4974, Note_on_c, 2, 62, 0
"
1391,"4, 4974, Note_on_c, 2, 67, 0
"
1392,"4, 4974, Note_on_c, 2, 58, 0
"
1393,"4, 4974, Note_on_c, 2, 63, 0
"
1394,"4, 4978, Note_on_c, 2, 82, 0
"
1395,"4, 4984, Note_on_c, 2, 77, 0
"
1396,"4, 5040, Note_on_c, 2, 84, 76
"
1397,"4, 5040, Note_on_c, 2, 53, 68
"
1398,"4, 5070, Note_on_c, 2, 53, 0
"
1399,"4, 5160, Note_on_c, 2, 68, 58
"
1400,"4, 5160, Note_on_c, 2, 60, 49
"
1401,"4, 5160, Note_on_c, 2, 63, 61
"
1402,"4, 5160, Note_on_c, 2, 65, 44
"
1403,"4, 5219, Note_on_c, 2, 63, 0
"
1404,"4, 5222, Note_on_c, 2, 68, 0
"
1405,"4, 5222, Note_on_c, 2, 65, 0
"
1406,"4, 5225, Note_on_c, 2, 60, 0
"
1407,"4, 5275, Note_on_c, 2, 84, 0
"
1408,"4, 5280, Note_on_c, 2, 55, 60
"
1409,"4, 5343, Note_on_c, 2, 55, 0
"
1410,"4, 5360, Note_on_c, 2, 86, 70
"
1411,"4, 5400, Note_on_c, 2, 65, 77
"
1412,"4, 5400, Note_on_c, 2, 62, 52
"
1413,"4, 5400, Note_on_c, 2, 70, 55
"
1414,"4, 5400, Note_on_c, 2, 67, 52
"
1415,"4, 5440, Note_on_c, 2, 82, 66
"
1416,"4, 5453, Note_on_c, 2, 86, 0
"
1417,"4, 5480, Note_on_c, 2, 79, 69
"
1418,"4, 5488, Note_on_c, 2, 82, 0
"
1419,"4, 5501, Note_on_c, 2, 62, 0
"
1420,"4, 5504, Note_on_c, 2, 70, 0
"
1421,"4, 5508, Note_on_c, 2, 67, 0
"
1422,"4, 5512, Note_on_c, 2, 65, 0
"
1423,"4, 5512, Note_on_c, 2, 79, 0
"
1424,"4, 5520, Note_on_c, 2, 56, 67
"
1425,"4, 5600, Note_on_c, 2, 68, 57
"
1426,"4, 5636, Note_on_c, 2, 68, 0
"
1427,"4, 5640, Note_on_c, 2, 67, 74
"
1428,"4, 5640, Note_on_c, 2, 75, 83
"
1429,"4, 5680, Note_on_c, 2, 75, 0
"
1430,"4, 5680, Note_on_c, 2, 72, 71
"
1431,"4, 5720, Note_on_c, 2, 72, 0
"
1432,"4, 5720, Note_on_c, 2, 68, 61
"
1433,"4, 5755, Note_on_c, 2, 56, 0
"
1434,"4, 5755, Note_on_c, 2, 67, 0
"
1435,"4, 5755, Note_on_c, 2, 68, 0
"
1436,"4, 5760, Note_on_c, 2, 46, 60
"
1437,"4, 5840, Note_on_c, 2, 61, 65
"
1438,"4, 5876, Note_on_c, 2, 61, 0
"
1439,"4, 5880, Note_on_c, 2, 70, 75
"
1440,"4, 5880, Note_on_c, 2, 56, 74
"
1441,"4, 5880, Note_on_c, 2, 53, 63
"
1442,"4, 5880, Note_on_c, 2, 49, 67
"
1443,"4, 5920, Note_on_c, 2, 65, 60
"
1444,"4, 5949, Note_on_c, 2, 70, 0
"
1445,"4, 5960, Note_on_c, 2, 61, 90
"
1446,"4, 5970, Note_on_c, 2, 65, 0
"
1447,"4, 5995, Note_on_c, 2, 46, 0
"
1448,"4, 5995, Note_on_c, 2, 56, 0
"
1449,"4, 5995, Note_on_c, 2, 53, 0
"
1450,"4, 5995, Note_on_c, 2, 49, 0
"
1451,"4, 5995, Note_on_c, 2, 61, 0
"
1452,"4, 6000, Note_on_c, 2, 77, 72
"
1453,"4, 6000, Note_on_c, 2, 46, 76
"
1454,"4, 6032, Note_on_c, 2, 46, 0
"
1455,"4, 6040, Note_on_c, 2, 73, 41
"
1456,"4, 6080, Note_on_c, 2, 70, 51
"
1457,"4, 6086, Note_on_c, 2, 73, 0
"
1458,"4, 6120, Note_on_c, 2, 57, 69
"
1459,"4, 6120, Note_on_c, 2, 61, 53
"
1460,"4, 6120, Note_on_c, 2, 53, 51
"
1461,"4, 6120, Note_on_c, 2, 58, 49
"
1462,"4, 6174, Note_on_c, 2, 57, 0
"
1463,"4, 6174, Note_on_c, 2, 61, 0
"
1464,"4, 6174, Note_on_c, 2, 53, 0
"
1465,"4, 6174, Note_on_c, 2, 58, 0
"
1466,"4, 6178, Note_on_c, 2, 77, 0
"
1467,"4, 6184, Note_on_c, 2, 70, 0
"
1468,"4, 6240, Note_on_c, 2, 46, 67
"
1469,"4, 6320, Note_on_c, 2, 58, 57
"
1470,"4, 6356, Note_on_c, 2, 58, 0
"
1471,"4, 6360, Note_on_c, 2, 56, 74
"
1472,"4, 6360, Note_on_c, 2, 65, 83
"
1473,"4, 6400, Note_on_c, 2, 65, 0
"
1474,"4, 6400, Note_on_c, 2, 61, 71
"
1475,"4, 6440, Note_on_c, 2, 61, 0
"
1476,"4, 6440, Note_on_c, 2, 58, 61
"
1477,"4, 6475, Note_on_c, 2, 46, 0
"
1478,"4, 6475, Note_on_c, 2, 56, 0
"
1479,"4, 6475, Note_on_c, 2, 58, 0
"
1480,"4, 6480, Note_on_c, 2, 51, 51
"
1481,"4, 6600, Note_on_c, 2, 51, 0
"
1482,"4, 6600, Note_on_c, 2, 58, 32
"
1483,"4, 6600, Note_on_c, 2, 67, 54
"
1484,"4, 6600, Note_on_c, 2, 65, 48
"
1485,"4, 6600, Note_on_c, 2, 61, 54
"
1486,"4, 6715, Note_on_c, 2, 58, 0
"
1487,"4, 6715, Note_on_c, 2, 67, 0
"
1488,"4, 6715, Note_on_c, 2, 65, 0
"
1489,"4, 6715, Note_on_c, 2, 61, 0
"
1490,"4, 6720, Note_on_c, 2, 56, 69
"
1491,"4, 6800, Note_on_c, 2, 75, 56
"
1492,"4, 6828, Note_on_c, 2, 56, 0
"
1493,"4, 6840, Note_on_c, 2, 75, 0
"
1494,"4, 6840, Note_on_c, 2, 67, 54
"
1495,"4, 6840, Note_on_c, 2, 63, 45
"
1496,"4, 6840, Note_on_c, 2, 72, 58
"
1497,"4, 6840, Note_on_c, 2, 87, 79
"
1498,"4, 6840, Note_on_c, 2, 68, 49
"
1499,"4, 6881, Note_on_c, 2, 63, 0
"
1500,"4, 6881, Note_on_c, 2, 72, 0
"
1501,"4, 6881, Note_on_c, 2, 68, 0
"
1502,"4, 6881, Note_on_c, 2, 82, 67
"
1503,"4, 6913, Note_on_c, 2, 67, 0
"
1504,"4, 6920, Note_on_c, 2, 84, 82
"
1505,"4, 6951, Note_on_c, 2, 82, 0
"
1506,"4, 6960, Note_on_c, 2, 51, 52
"
1507,"4, 7065, Note_on_c, 2, 51, 0
"
1508,"4, 7080, Note_on_c, 2, 72, 58
"
1509,"4, 7080, Note_on_c, 2, 67, 48
"
1510,"4, 7080, Note_on_c, 2, 63, 42
"
1511,"4, 7080, Note_on_c, 2, 68, 59
"
1512,"4, 7189, Note_on_c, 2, 67, 0
"
1513,"4, 7189, Note_on_c, 2, 63, 0
"
1514,"4, 7189, Note_on_c, 2, 68, 0
"
1515,"4, 7193, Note_on_c, 2, 72, 0
"
1516,"4, 7195, Note_on_c, 2, 87, 0
"
1517,"4, 7195, Note_on_c, 2, 84, 0
"
1518,"4, 7200, Note_on_c, 2, 55, 69
"
1519,"4, 7280, Note_on_c, 2, 75, 56
"
1520,"4, 7308, Note_on_c, 2, 55, 0
"
1521,"4, 7320, Note_on_c, 2, 75, 0
"
1522,"4, 7320, Note_on_c, 2, 65, 54
"
1523,"4, 7320, Note_on_c, 2, 63, 45
"
1524,"4, 7320, Note_on_c, 2, 71, 58
"
1525,"4, 7320, Note_on_c, 2, 87, 79
"
1526,"4, 7320, Note_on_c, 2, 69, 49
"
1527,"4, 7361, Note_on_c, 2, 63, 0
"
1528,"4, 7361, Note_on_c, 2, 71, 0
"
1529,"4, 7361, Note_on_c, 2, 69, 0
"
1530,"4, 7361, Note_on_c, 2, 81, 67
"
1531,"4, 7393, Note_on_c, 2, 65, 0
"
1532,"4, 7400, Note_on_c, 2, 83, 82
"
1533,"4, 7431, Note_on_c, 2, 81, 0
"
1534,"4, 7440, Note_on_c, 2, 51, 52
"
1535,"4, 7545, Note_on_c, 2, 51, 0
"
1536,"4, 7560, Note_on_c, 2, 71, 58
"
1537,"4, 7560, Note_on_c, 2, 65, 48
"
1538,"4, 7560, Note_on_c, 2, 63, 42
"
1539,"4, 7560, Note_on_c, 2, 69, 59
"
1540,"4, 7669, Note_on_c, 2, 65, 0
"
1541,"4, 7669, Note_on_c, 2, 63, 0
"
1542,"4, 7669, Note_on_c, 2, 69, 0
"
1543,"4, 7673, Note_on_c, 2, 71, 0
"
1544,"4, 7675, Note_on_c, 2, 87, 0
"
1545,"4, 7675, Note_on_c, 2, 83, 0
"
1546,"4, 7680, Note_on_c, 2, 48, 60
"
1547,"4, 7778, Note_on_c, 2, 48, 0
"
1548,"4, 7800, Note_on_c, 2, 70, 57
"
1549,"4, 7800, Note_on_c, 2, 58, 70
"
1550,"4, 7800, Note_on_c, 2, 67, 44
"
1551,"4, 7800, Note_on_c, 2, 51, 61
"
1552,"4, 7803, Note_on_c, 2, 63, 57
"
1553,"4, 7841, Note_on_c, 2, 63, 0
"
1554,"4, 7851, Note_on_c, 2, 70, 0
"
1555,"4, 7859, Note_on_c, 2, 67, 0
"
1556,"4, 7870, Note_on_c, 2, 58, 0
"
1557,"4, 7870, Note_on_c, 2, 51, 0
"
1558,"4, 7920, Note_on_c, 2, 43, 60
"
1559,"4, 7920, Note_on_c, 2, 67, 68
"
1560,"4, 7982, Note_on_c, 2, 67, 0
"
1561,"4, 8000, Note_on_c, 2, 43, 0
"
1562,"4, 8000, Note_on_c, 2, 63, 95
"
1563,"4, 8000, Note_on_c, 2, 67, 75
"
1564,"4, 8040, Note_on_c, 2, 62, 71
"
1565,"4, 8040, Note_on_c, 2, 58, 57
"
1566,"4, 8040, Note_on_c, 2, 51, 72
"
1567,"4, 8076, Note_on_c, 2, 63, 0
"
1568,"4, 8120, Note_on_c, 2, 55, 70
"
1569,"4, 8150, Note_on_c, 2, 62, 0
"
1570,"4, 8155, Note_on_c, 2, 67, 0
"
1571,"4, 8155, Note_on_c, 2, 58, 0
"
1572,"4, 8155, Note_on_c, 2, 51, 0
"
1573,"4, 8155, Note_on_c, 2, 55, 0
"
1574,"4, 8160, Note_on_c, 2, 53, 64
"
1575,"4, 8229, Note_on_c, 2, 53, 0
"
1576,"4, 8280, Note_on_c, 2, 63, 76
"
1577,"4, 8280, Note_on_c, 2, 60, 63
"
1578,"4, 8280, Note_on_c, 2, 69, 55
"
1579,"4, 8280, Note_on_c, 2, 65, 57
"
1580,"4, 8311, Note_on_c, 2, 65, 0
"
1581,"4, 8312, Note_on_c, 2, 69, 0
"
1582,"4, 8316, Note_on_c, 2, 60, 0
"
1583,"4, 8317, Note_on_c, 2, 63, 0
"
1584,"4, 8360, Note_on_c, 2, 77, 31
"
1585,"4, 8391, Note_on_c, 2, 77, 0
"
1586,"4, 8400, Note_on_c, 2, 72, 76
"
1587,"4, 8400, Note_on_c, 2, 48, 67
"
1588,"4, 8400, Note_on_c, 2, 80, 90
"
1589,"4, 8438, Note_on_c, 2, 48, 0
"
1590,"4, 8440, Note_on_c, 2, 80, 0
"
1591,"4, 8440, Note_on_c, 2, 81, 63
"
1592,"4, 8480, Note_on_c, 2, 77, 48
"
1593,"4, 8487, Note_on_c, 2, 81, 0
"
1594,"4, 8495, Note_on_c, 2, 72, 0
"
1595,"4, 8510, Note_on_c, 2, 77, 0
"
1596,"4, 8520, Note_on_c, 2, 75, 101
"
1597,"4, 8520, Note_on_c, 2, 60, 54
"
1598,"4, 8520, Note_on_c, 2, 63, 57
"
1599,"4, 8520, Note_on_c, 2, 69, 63
"
1600,"4, 8520, Note_on_c, 2, 65, 62
"
1601,"4, 8560, Note_on_c, 2, 74, 48
"
1602,"4, 8570, Note_on_c, 2, 75, 0
"
1603,"4, 8600, Note_on_c, 2, 74, 0
"
1604,"4, 8600, Note_on_c, 2, 72, 73
"
1605,"4, 8634, Note_on_c, 2, 69, 0
"
1606,"4, 8635, Note_on_c, 2, 60, 0
"
1607,"4, 8635, Note_on_c, 2, 63, 0
"
1608,"4, 8635, Note_on_c, 2, 65, 0
"
1609,"4, 8635, Note_on_c, 2, 72, 0
"
1610,"4, 8640, Note_on_c, 2, 84, 76
"
1611,"4, 8640, Note_on_c, 2, 53, 68
"
1612,"4, 8670, Note_on_c, 2, 53, 0
"
1613,"4, 8760, Note_on_c, 2, 68, 58
"
1614,"4, 8760, Note_on_c, 2, 60, 49
"
1615,"4, 8760, Note_on_c, 2, 63, 61
"
1616,"4, 8760, Note_on_c, 2, 65, 44
"
1617,"4, 8819, Note_on_c, 2, 63, 0
"
1618,"4, 8822, Note_on_c, 2, 68, 0
"
1619,"4, 8822, Note_on_c, 2, 65, 0
"
1620,"4, 8825, Note_on_c, 2, 60, 0
"
1621,"4, 8875, Note_on_c, 2, 84, 0
"
1622,"4, 8880, Note_on_c, 2, 54, 60
"
1623,"4, 8943, Note_on_c, 2, 54, 0
"
1624,"4, 8960, Note_on_c, 2, 84, 70
"
1625,"4, 9000, Note_on_c, 2, 63, 77
"
1626,"4, 9000, Note_on_c, 2, 60, 52
"
1627,"4, 9000, Note_on_c, 2, 69, 55
"
1628,"4, 9000, Note_on_c, 2, 66, 52
"
1629,"4, 9040, Note_on_c, 2, 81, 66
"
1630,"4, 9053, Note_on_c, 2, 84, 0
"
1631,"4, 9080, Note_on_c, 2, 78, 69
"
1632,"4, 9088, Note_on_c, 2, 81, 0
"
1633,"4, 9101, Note_on_c, 2, 60, 0
"
1634,"4, 9104, Note_on_c, 2, 69, 0
"
1635,"4, 9108, Note_on_c, 2, 66, 0
"
1636,"4, 9112, Note_on_c, 2, 63, 0
"
1637,"4, 9112, Note_on_c, 2, 78, 0
"
1638,"4, 9120, Note_on_c, 2, 55, 51
"
1639,"4, 9240, Note_on_c, 2, 55, 0
"
1640,"4, 9240, Note_on_c, 2, 62, 32
"
1641,"4, 9240, Note_on_c, 2, 70, 54
"
1642,"4, 9240, Note_on_c, 2, 67, 48
"
1643,"4, 9240, Note_on_c, 2, 65, 54
"
1644,"4, 9355, Note_on_c, 2, 62, 0
"
1645,"4, 9355, Note_on_c, 2, 70, 0
"
1646,"4, 9355, Note_on_c, 2, 67, 0
"
1647,"4, 9355, Note_on_c, 2, 65, 0
"
1648,"4, 9360, Note_on_c, 2, 80, 76
"
1649,"4, 9360, Note_on_c, 2, 48, 68
"
1650,"4, 9390, Note_on_c, 2, 48, 0
"
1651,"4, 9480, Note_on_c, 2, 64, 58
"
1652,"4, 9480, Note_on_c, 2, 56, 49
"
1653,"4, 9480, Note_on_c, 2, 58, 61
"
1654,"4, 9480, Note_on_c, 2, 63, 44
"
1655,"4, 9539, Note_on_c, 2, 58, 0
"
1656,"4, 9542, Note_on_c, 2, 64, 0
"
1657,"4, 9542, Note_on_c, 2, 63, 0
"
1658,"4, 9545, Note_on_c, 2, 56, 0
"
1659,"4, 9595, Note_on_c, 2, 80, 0
"
1660,"4, 9600, Note_on_c, 2, 84, 72
"
1661,"4, 9600, Note_on_c, 2, 53, 76
"
1662,"4, 9632, Note_on_c, 2, 53, 0
"
1663,"4, 9640, Note_on_c, 2, 80, 41
"
1664,"4, 9680, Note_on_c, 2, 77, 51
"
1665,"4, 9686, Note_on_c, 2, 80, 0
"
1666,"4, 9720, Note_on_c, 2, 63, 69
"
1667,"4, 9720, Note_on_c, 2, 68, 53
"
1668,"4, 9720, Note_on_c, 2, 60, 51
"
1669,"4, 9720, Note_on_c, 2, 65, 49
"
1670,"4, 9774, Note_on_c, 2, 63, 0
"
1671,"4, 9774, Note_on_c, 2, 68, 0
"
1672,"4, 9774, Note_on_c, 2, 60, 0
"
1673,"4, 9774, Note_on_c, 2, 65, 0
"
1674,"4, 9778, Note_on_c, 2, 84, 0
"
1675,"4, 9784, Note_on_c, 2, 77, 0
"
1676,"4, 9840, Note_on_c, 2, 87, 72
"
1677,"4, 9840, Note_on_c, 2, 56, 76
"
1678,"4, 9872, Note_on_c, 2, 56, 0
"
1679,"4, 9880, Note_on_c, 2, 83, 41
"
1680,"4, 9920, Note_on_c, 2, 80, 51
"
1681,"4, 9926, Note_on_c, 2, 83, 0
"
1682,"4, 9960, Note_on_c, 2, 66, 69
"
1683,"4, 9960, Note_on_c, 2, 71, 53
"
1684,"4, 9960, Note_on_c, 2, 63, 51
"
1685,"4, 9960, Note_on_c, 2, 68, 49
"
1686,"4, 10014, Note_on_c, 2, 66, 0
"
1687,"4, 10014, Note_on_c, 2, 71, 0
"
1688,"4, 10014, Note_on_c, 2, 63, 0
"
1689,"4, 10014, Note_on_c, 2, 68, 0
"
1690,"4, 10018, Note_on_c, 2, 87, 0
"
1691,"4, 10024, Note_on_c, 2, 80, 0
"
1692,"4, 10080, Note_on_c, 2, 49, 67
"
1693,"4, 10184, Note_on_c, 2, 49, 0
"
1694,"4, 10200, Note_on_c, 2, 61, 52
"
1695,"4, 10200, Note_on_c, 2, 65, 50
"
1696,"4, 10200, Note_on_c, 2, 56, 53
"
1697,"4, 10264, Note_on_c, 2, 61, 0
"
1698,"4, 10265, Note_on_c, 2, 56, 0
"
1699,"4, 10268, Note_on_c, 2, 65, 0
"
1700,"4, 10320, Note_on_c, 2, 45, 67
"
1701,"4, 10424, Note_on_c, 2, 45, 0
"
1702,"4, 10440, Note_on_c, 2, 58, 52
"
1703,"4, 10440, Note_on_c, 2, 56, 66
"
1704,"4, 10440, Note_on_c, 2, 62, 50
"
1705,"4, 10440, Note_on_c, 2, 54, 53
"
1706,"4, 10504, Note_on_c, 2, 56, 0
"
1707,"4, 10505, Note_on_c, 2, 58, 0
"
1708,"4, 10505, Note_on_c, 2, 54, 0
"
1709,"4, 10508, Note_on_c, 2, 62, 0
"
1710,"4, 10560, Note_on_c, 2, 82, 72
"
1711,"4, 10560, Note_on_c, 2, 51, 76
"
1712,"4, 10592, Note_on_c, 2, 51, 0
"
1713,"4, 10600, Note_on_c, 2, 79, 41
"
1714,"4, 10640, Note_on_c, 2, 77, 51
"
1715,"4, 10646, Note_on_c, 2, 79, 0
"
1716,"4, 10680, Note_on_c, 2, 62, 69
"
1717,"4, 10680, Note_on_c, 2, 67, 53
"
1718,"4, 10680, Note_on_c, 2, 58, 51
"
1719,"4, 10680, Note_on_c, 2, 63, 49
"
1720,"4, 10734, Note_on_c, 2, 62, 0
"
1721,"4, 10734, Note_on_c, 2, 67, 0
"
1722,"4, 10734, Note_on_c, 2, 58, 0
"
1723,"4, 10734, Note_on_c, 2, 63, 0
"
1724,"4, 10738, Note_on_c, 2, 82, 0
"
1725,"4, 10744, Note_on_c, 2, 77, 0
"
1726,"4, 10800, Note_on_c, 2, 84, 76
"
1727,"4, 10800, Note_on_c, 2, 53, 68
"
1728,"4, 10830, Note_on_c, 2, 53, 0
"
1729,"4, 10920, Note_on_c, 2, 68, 58
"
1730,"4, 10920, Note_on_c, 2, 60, 49
"
1731,"4, 10920, Note_on_c, 2, 63, 61
"
1732,"4, 10920, Note_on_c, 2, 65, 44
"
1733,"4, 10979, Note_on_c, 2, 63, 0
"
1734,"4, 10982, Note_on_c, 2, 68, 0
"
1735,"4, 10982, Note_on_c, 2, 65, 0
"
1736,"4, 10985, Note_on_c, 2, 60, 0
"
1737,"4, 11035, Note_on_c, 2, 84, 0
"
1738,"4, 11040, Note_on_c, 2, 55, 67
"
1739,"4, 11120, Note_on_c, 2, 67, 57
"
1740,"4, 11156, Note_on_c, 2, 67, 0
"
1741,"4, 11160, Note_on_c, 2, 65, 74
"
1742,"4, 11160, Note_on_c, 2, 74, 83
"
1743,"4, 11200, Note_on_c, 2, 74, 0
"
1744,"4, 11200, Note_on_c, 2, 70, 71
"
1745,"4, 11240, Note_on_c, 2, 70, 0
"
1746,"4, 11240, Note_on_c, 2, 67, 61
"
1747,"4, 11275, Note_on_c, 2, 55, 0
"
1748,"4, 11275, Note_on_c, 2, 65, 0
"
1749,"4, 11275, Note_on_c, 2, 67, 0
"
1750,"4, 11280, Note_on_c, 2, 54, 60
"
1751,"4, 11343, Note_on_c, 2, 54, 0
"
1752,"4, 11360, Note_on_c, 2, 85, 70
"
1753,"4, 11400, Note_on_c, 2, 64, 77
"
1754,"4, 11400, Note_on_c, 2, 61, 52
"
1755,"4, 11400, Note_on_c, 2, 69, 55
"
1756,"4, 11400, Note_on_c, 2, 66, 52
"
1757,"4, 11440, Note_on_c, 2, 81, 66
"
1758,"4, 11453, Note_on_c, 2, 85, 0
"
1759,"4, 11480, Note_on_c, 2, 78, 69
"
1760,"4, 11488, Note_on_c, 2, 81, 0
"
1761,"4, 11501, Note_on_c, 2, 61, 0
"
1762,"4, 11504, Note_on_c, 2, 69, 0
"
1763,"4, 11508, Note_on_c, 2, 66, 0
"
1764,"4, 11512, Note_on_c, 2, 64, 0
"
1765,"4, 11512, Note_on_c, 2, 78, 0
"
1766,"4, 11520, Note_on_c, 2, 68, 84
"
1767,"4, 11520, Note_on_c, 2, 53, 56
"
1768,"4, 11560, Note_on_c, 2, 65, 42
"
1769,"4, 11583, Note_on_c, 2, 68, 0
"
1770,"4, 11600, Note_on_c, 2, 65, 0
"
1771,"4, 11600, Note_on_c, 2, 68, 48
"
1772,"4, 11615, Note_on_c, 2, 53, 0
"
1773,"4, 11640, Note_on_c, 2, 68, 0
"
1774,"4, 11640, Note_on_c, 2, 70, 72
"
1775,"4, 11640, Note_on_c, 2, 55, 68
"
1776,"4, 11680, Note_on_c, 2, 67, 57
"
1777,"4, 11711, Note_on_c, 2, 70, 0
"
1778,"4, 11720, Note_on_c, 2, 70, 44
"
1779,"4, 11735, Note_on_c, 2, 55, 0
"
1780,"4, 11735, Note_on_c, 2, 67, 0
"
1781,"4, 11760, Note_on_c, 2, 70, 0
"
1782,"4, 11760, Note_on_c, 2, 71, 83
"
1783,"4, 11760, Note_on_c, 2, 56, 44
"
1784,"4, 11802, Note_on_c, 2, 68, 68
"
1785,"4, 11821, Note_on_c, 2, 71, 0
"
1786,"4, 11840, Note_on_c, 2, 71, 54
"
1787,"4, 11855, Note_on_c, 2, 56, 0
"
1788,"4, 11855, Note_on_c, 2, 68, 0
"
1789,"4, 11855, Note_on_c, 2, 71, 0
"
1790,"4, 11880, Note_on_c, 2, 56, 77
"
1791,"4, 11880, Note_on_c, 2, 72, 64
"
1792,"4, 11995, Note_on_c, 2, 56, 0
"
1793,"4, 11995, Note_on_c, 2, 72, 0
"
1794,"4, 12000, Note_on_c, 2, 46, 64
"
1795,"4, 12063, Note_on_c, 2, 46, 0
"
1796,"4, 12119, Note_on_c, 2, 62, 41
"
1797,"4, 12120, Note_on_c, 2, 66, 46
"
1798,"4, 12120, Note_on_c, 2, 56, 54
"
1799,"4, 12120, Note_on_c, 2, 60, 58
"
1800,"4, 12160, Note_on_c, 2, 66, 0
"
1801,"4, 12161, Note_on_c, 2, 62, 0
"
1802,"4, 12174, Note_on_c, 2, 60, 0
"
1803,"4, 12187, Note_on_c, 2, 56, 0
"
1804,"4, 12200, Note_on_c, 2, 72, 74
"
1805,"4, 12240, Note_on_c, 2, 72, 0
"
1806,"4, 12240, Note_on_c, 2, 78, 87
"
1807,"4, 12240, Note_on_c, 2, 42, 67
"
1808,"4, 12280, Note_on_c, 2, 42, 0
"
1809,"4, 12280, Note_on_c, 2, 72, 79
"
1810,"4, 12320, Note_on_c, 2, 78, 0
"
1811,"4, 12320, Note_on_c, 2, 72, 0
"
1812,"4, 12320, Note_on_c, 2, 74, 85
"
1813,"4, 12360, Note_on_c, 2, 60, 67
"
1814,"4, 12360, Note_on_c, 2, 66, 66
"
1815,"4, 12360, Note_on_c, 2, 56, 59
"
1816,"4, 12475, Note_on_c, 2, 74, 0
"
1817,"4, 12475, Note_on_c, 2, 60, 0
"
1818,"4, 12475, Note_on_c, 2, 66, 0
"
1819,"4, 12475, Note_on_c, 2, 56, 0
"
1820,"4, 12480, Note_on_c, 2, 51, 67
"
1821,"4, 12560, Note_on_c, 2, 63, 57
"
1822,"4, 12596, Note_on_c, 2, 63, 0
"
1823,"4, 12600, Note_on_c, 2, 62, 74
"
1824,"4, 12600, Note_on_c, 2, 70, 83
"
1825,"4, 12640, Note_on_c, 2, 70, 0
"
1826,"4, 12640, Note_on_c, 2, 67, 71
"
1827,"4, 12680, Note_on_c, 2, 67, 0
"
1828,"4, 12680, Note_on_c, 2, 63, 61
"
1829,"4, 12715, Note_on_c, 2, 51, 0
"
1830,"4, 12715, Note_on_c, 2, 62, 0
"
1831,"4, 12715, Note_on_c, 2, 63, 0
"
1832,"4, 12720, Note_on_c, 2, 84, 72
"
1833,"4, 12720, Note_on_c, 2, 53, 76
"
1834,"4, 12752, Note_on_c, 2, 53, 0
"
1835,"4, 12760, Note_on_c, 2, 80, 41
"
1836,"4, 12800, Note_on_c, 2, 77, 51
"
1837,"4, 12806, Note_on_c, 2, 80, 0
"
1838,"4, 12840, Note_on_c, 2, 63, 69
"
1839,"4, 12840, Note_on_c, 2, 68, 53
"
1840,"4, 12840, Note_on_c, 2, 60, 51
"
